Jenis Kelamin,Pekerjaan,Tujuan Kunjungan,Tanggal,Waktu
0,6,4,2024-08-27,12:54:00
1,1,0,2024-08-27,12:55:00
1,0,0,2024-08-27,13:15:00
1,0,0,2024-08-27,13:18:00
1,0,1,2024-08-27,13:32:00
0,0,1,2024-08-27,13:39:00
1,2,0,2024-08-27,13:40:00
1,2,0,2024-08-27,13:40:00
1,0,0,2024-08-27,13:42:00
0,1,0,2024-08-27,13:52:00
1,1,0,2024-08-27,13:52:00
1,0,0,2024-08-27,13:54:00
0,0,1,2024-08-27,13:56:00
1,0,0,2024-08-27,14:10:00
0,1,0,2024-08-27,14:13:00
0,1,0,2024-08-27,14:14:00
1,1,0,2024-08-27,14:16:00
1,1,0,2024-08-27,14:18:00
1,1,0,2024-08-27,14:18:00
0,1,0,2024-08-27,14:20:00
1,1,0,2024-08-27,14:20:00
1,1,0,2024-08-27,14:21:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
0,3,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
1,1,5,2024-08-27,08:45:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
0,3,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,1,0,2024-08-27,09:35:00
1,0,1,2024-08-27,10:51:00
1,0,1,2024-08-27,10:51:00
1,0,1,2024-08-27,10:51:00
1,0,1,2024-08-27,10:51:00
0,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,0,2024-08-27,12:21:00
1,0,1,2024-08-27,13:26:00
1,0,1,2024-08-27,13:26:00
1,0,1,2024-08-27,13:26:00
1,0,1,2024-08-27,13:26:00
1,0,1,2024-08-27,13:26:00
1,0,1,2024-08-27,13:26:00
0,0,1,2024-08-27,13:51:00
0,0,1,2024-08-27,13:51:00
0,0,1,2024-08-27,13:51:00
1,0,1,2024-08-27,13:51:00
1,0,1,2024-08-27,13:51:00
1,1,0,2024-08-27,14:15:00
1,1,0,2024-08-27,14:15:00
1,1,0,2024-08-27,14:15:00
1,1,0,2024-08-27,14:15:00
1,1,0,2024-08-27,14:15:00
0,4,0,2024-08-28,08:08:00
1,0,1,2024-08-28,08:53:00
1,0,1,2024-08-28,08:54:00
1,0,0,2024-08-28,09:03:00
1,0,0,2024-08-28,09:03:00
0,0,0,2024-08-28,09:06:00
1,7,0,2024-08-28,09:19:00
0,7,0,2024-08-28,09:20:00
1,0,1,2024-08-28,09:21:00
1,0,1,2024-08-28,09:21:00
1,0,1,2024-08-28,09:27:00
1,0,1,2024-08-28,09:47:00
0,0,0,2024-08-28,09:58:00
1,0,0,2024-08-28,10:00:00
0,0,1,2024-08-28,10:05:00
1,0,0,2024-08-28,10:05:00
1,0,0,2024-08-28,10:12:00
1,0,0,2024-08-28,10:12:00
1,0,0,2024-08-28,10:12:00
1,0,0,2024-08-28,10:19:00
1,0,0,2024-08-28,10:22:00
0,0,1,2024-08-28,10:23:00
0,1,1,2024-08-28,10:25:00
1,2,1,2024-08-28,10:25:00
1,0,2,2024-08-28,10:25:00
1,0,2,2024-08-28,10:26:00
1,0,2,2024-08-28,10:26:00
0,0,2,2024-08-28,10:29:00
1,0,2,2024-08-28,10:42:00
1,2,0,2024-08-28,10:43:00
1,0,3,2024-08-28,10:58:00
1,2,0,2024-08-28,11:14:00
1,0,0,2024-08-28,11:15:00
1,2,0,2024-08-28,11:18:00
0,0,0,2024-08-28,11:28:00
0,0,0,2024-08-28,11:29:00
1,0,0,2024-08-28,11:37:00
0,1,4,2024-08-28,11:44:00
1,0,4,2024-08-28,11:44:00
1,2,4,2024-08-28,11:44:00
1,2,4,2024-08-28,11:45:00
1,0,0,2024-08-28,11:53:00
1,0,0,2024-08-28,11:53:00
0,1,0,2024-08-28,11:59:00
1,0,0,2024-08-28,12:11:00
1,0,4,2024-08-28,12:12:00
1,0,1,2024-08-28,12:24:00
0,1,0,2024-08-28,12:35:00
1,0,0,2024-08-28,12:37:00
1,0,0,2024-08-28,12:37:00
1,0,1,2024-08-28,12:41:00
1,0,0,2024-08-28,12:54:00
1,0,0,2024-08-28,12:54:00
1,0,1,2024-08-28,13:09:00
0,0,0,2024-08-28,13:16:00
0,0,1,2024-08-28,13:17:00
1,0,1,2024-08-28,13:21:00
1,0,1,2024-08-28,13:25:00
1,0,1,2024-08-28,13:26:00
0,0,0,2024-08-28,13:32:00
1,0,2,2024-08-28,14:03:00
1,0,2,2024-08-28,14:07:00
0,0,0,2024-08-28,14:15:00
0,0,0,2024-08-28,14:18:00
1,0,0,2024-08-28,14:23:00
1,0,0,2024-08-28,14:23:00
0,0,0,2024-08-28,14:32:00
1,0,0,2024-08-28,14:46:00
1,1,5,2024-08-28,14:51:00
1,1,5,2024-08-28,14:51:00
1,0,0,2024-08-28,14:52:00
1,0,0,2024-08-28,14:52:00
1,0,1,2024-08-28,14:52:00
1,0,1,2024-08-28,14:53:00
1,0,1,2024-08-28,14:57:00
1,2,0,2024-08-28,15:01:00
0,0,0,2024-08-28,15:12:00
1,3,0,2024-08-28,15:35:00
1,0,0,2024-08-28,15:39:00
1,3,0,2024-08-28,08:07:00
1,0,1,2024-08-28,09:40:00
0,0,4,2024-08-28,09:45:00
0,0,2,2024-08-28,09:46:00
0,0,2,2024-08-28,09:46:00
1,1,0,2024-08-28,10:26:00
1,0,1,2024-08-28,10:41:00
1,0,0,2024-08-28,10:55:00
1,0,0,2024-08-28,11:19:00
1,0,4,2024-08-28,11:21:00
1,9,0,2024-08-28,11:28:00
1,0,0,2024-08-28,11:30:00
1,0,0,2024-08-28,11:31:00
1,2,2,2024-08-28,11:47:00
1,2,0,2024-08-28,12:12:00
1,1,0,2024-08-28,12:15:00
1,1,0,2024-08-28,12:37:00
1,0,1,2024-08-28,12:38:00
0,2,4,2024-08-28,13:27:00
0,0,1,2024-08-28,13:48:00
0,0,1,2024-08-28,14:02:00
1,0,2,2024-08-28,14:03:00
0,1,0,2024-08-28,14:15:00
0,1,0,2024-08-28,14:16:00
0,1,0,2024-08-28,14:17:00
1,0,0,2024-08-28,14:18:00
0,0,0,2024-08-28,14:23:00
1,0,1,2024-08-28,14:25:00
0,0,1,2024-08-28,14:26:00
0,1,0,2024-08-28,14:29:00
0,1,0,2024-08-28,14:29:00
1,6,0,2024-08-28,14:36:00
0,0,0,2024-08-28,14:42:00
1,0,1,2024-08-28,14:48:00
1,0,1,2024-08-28,14:49:00
1,2,0,2024-08-28,14:51:00
1,2,0,2024-08-28,14:51:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
0,3,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,1,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
1,0,5,2024-08-28,08:14:00
0,3,4,2024-08-28,08:52:00
0,3,4,2024-08-28,08:52:00
0,3,4,2024-08-28,08:52:00
0,3,4,2024-08-28,08:52:00
0,3,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
1,1,4,2024-08-28,08:52:00
0,0,1,2024-08-28,12:43:00
0,0,1,2024-08-28,12:43:00
1,0,1,2024-08-28,12:43:00
1,0,1,2024-08-28,12:43:00
1,0,1,2024-08-28,12:43:00
1,0,1,2024-08-28,12:43:00
1,0,0,2024-08-29,08:12:00
1,0,2,2024-08-29,08:23:00
1,0,1,2024-08-29,08:38:00
1,0,0,2024-08-29,09:03:00
1,2,0,2024-08-29,09:03:00
1,2,0,2024-08-29,09:06:00
0,1,0,2024-08-29,09:34:00
1,0,1,2024-08-29,09:40:00
0,0,1,2024-08-29,09:48:00
1,0,1,2024-08-29,09:48:00
1,0,4,2024-08-29,09:53:00
1,0,0,2024-08-29,09:53:00
1,0,0,2024-08-29,09:55:00
1,0,0,2024-08-29,09:56:00
1,0,0,2024-08-29,09:57:00
1,0,0,2024-08-29,09:57:00
1,1,2,2024-08-29,10:09:00
1,0,0,2024-08-29,10:10:00
1,0,0,2024-08-29,10:12:00
1,0,0,2024-08-29,10:12:00
0,0,0,2024-08-29,10:18:00
1,0,0,2024-08-29,11:00:00
1,0,0,2024-08-29,11:05:00
1,0,0,2024-08-29,11:07:00
1,0,0,2024-08-29,11:07:00
1,0,0,2024-08-29,11:07:00
1,0,0,2024-08-29,11:07:00
1,0,1,2024-08-29,11:07:00
1,0,1,2024-08-29,11:11:00
0,0,0,2024-08-29,11:13:00
1,0,0,2024-08-29,11:14:00
1,0,0,2024-08-29,11:14:00
1,0,0,2024-08-29,11:16:00
1,2,0,2024-08-29,11:31:00
1,2,0,2024-08-29,11:33:00
1,1,4,2024-08-29,11:40:00
1,0,4,2024-08-29,11:40:00
0,0,4,2024-08-29,11:40:00
0,0,4,2024-08-29,11:41:00
1,0,4,2024-08-29,11:44:00
1,2,4,2024-08-29,11:45:00
1,2,4,2024-08-29,11:46:00
0,0,4,2024-08-29,11:48:00
1,0,4,2024-08-29,11:49:00
1,1,4,2024-08-29,11:50:00
1,0,0,2024-08-29,11:51:00
1,0,0,2024-08-29,12:13:00
1,0,0,2024-08-29,12:13:00
1,0,0,2024-08-29,12:13:00
1,0,0,2024-08-29,12:15:00
1,0,1,2024-08-29,12:16:00
1,0,1,2024-08-29,12:17:00
1,0,1,2024-08-29,12:18:00
1,0,1,2024-08-29,12:19:00
1,0,1,2024-08-29,12:20:00
1,0,1,2024-08-29,12:20:00
1,0,1,2024-08-29,12:21:00
0,0,1,2024-08-29,12:21:00
1,0,1,2024-08-29,12:21:00
0,0,1,2024-08-29,12:23:00
0,0,1,2024-08-29,12:42:00
0,0,1,2024-08-29,12:42:00
0,2,1,2024-08-29,12:43:00
1,1,1,2024-08-29,12:50:00
1,1,1,2024-08-29,12:50:00
1,0,0,2024-08-29,13:04:00
1,0,0,2024-08-29,13:04:00
1,0,0,2024-08-29,13:05:00
1,0,0,2024-08-29,13:05:00
1,0,0,2024-08-29,13:06:00
1,0,0,2024-08-29,13:11:00
1,0,0,2024-08-29,13:12:00
0,0,0,2024-08-29,13:12:00
0,1,0,2024-08-29,13:12:00
1,2,4,2024-08-29,13:12:00
1,2,4,2024-08-29,13:23:00
1,2,4,2024-08-29,13:23:00
0,0,4,2024-08-29,13:27:00
1,0,4,2024-08-29,14:14:00
1,1,4,2024-08-29,14:25:00
0,0,4,2024-08-29,14:25:00
1,0,4,2024-08-29,14:34:00
1,0,4,2024-08-29,14:43:00
1,0,4,2024-08-29,15:02:00
0,0,0,2024-08-29,15:08:00
1,0,0,2024-08-29,15:11:00
1,0,0,2024-08-29,15:11:00
1,0,0,2024-08-29,15:13:00
0,7,0,2024-08-29,15:18:00
0,0,0,2024-08-29,15:27:00
0,0,0,2024-08-29,15:45:00
1,4,0,2024-08-29,08:11:00
1,0,1,2024-08-29,08:14:00
1,0,1,2024-08-29,08:14:00
0,0,2,2024-08-29,09:22:00
1,0,4,2024-08-29,09:24:00
0,0,0,2024-08-29,09:28:00
1,0,1,2024-08-29,09:29:00
0,0,0,2024-08-29,09:34:00
0,0,0,2024-08-29,09:34:00
1,0,1,2024-08-29,09:56:00
1,2,0,2024-08-29,10:00:00
0,6,0,2024-08-29,10:07:00
0,0,0,2024-08-29,10:09:00
1,2,0,2024-08-29,10:09:00
1,1,0,2024-08-29,10:09:00
1,1,0,2024-08-29,10:10:00
0,2,0,2024-08-29,10:12:00
1,3,0,2024-08-29,10:12:00
0,0,0,2024-08-29,10:18:00
1,0,1,2024-08-29,10:25:00
1,0,1,2024-08-29,10:25:00
1,0,1,2024-08-29,10:38:00
1,2,1,2024-08-29,10:49:00
0,0,1,2024-08-29,10:52:00
1,0,1,2024-08-29,10:58:00
1,6,0,2024-08-29,10:58:00
1,0,0,2024-08-29,11:20:00
0,0,0,2024-08-29,11:20:00
1,0,2,2024-08-29,11:24:00
0,0,2,2024-08-29,11:24:00
0,0,1,2024-08-29,12:17:00
1,0,1,2024-08-29,12:23:00
0,0,1,2024-08-29,12:43:00
0,0,1,2024-08-29,12:45:00
1,1,1,2024-08-29,13:24:00
1,1,0,2024-08-29,13:24:00
1,1,0,2024-08-29,13:25:00
0,1,0,2024-08-29,14:27:00
0,1,0,2024-08-29,14:29:00
0,1,0,2024-08-29,14:30:00
0,1,0,2024-08-29,14:31:00
1,0,0,2024-08-29,15:24:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
0,2,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,1,5,2024-08-29,09:02:00
1,0,1,2024-08-29,09:24:00
1,0,1,2024-08-29,09:24:00
1,0,1,2024-08-29,09:24:00
1,0,1,2024-08-29,09:24:00
0,0,1,2024-08-29,12:15:00
0,0,1,2024-08-29,12:15:00
0,0,1,2024-08-29,12:15:00
0,0,1,2024-08-29,12:15:00
1,0,1,2024-08-29,12:15:00
1,0,1,2024-08-29,12:15:00
1,0,1,2024-08-29,12:15:00
0,0,0,2024-08-30,08:04:00
1,0,1,2024-08-30,08:10:00
0,1,0,2024-08-30,09:06:00
1,1,0,2024-08-30,09:15:00
1,0,2,2024-08-30,09:27:00
1,0,1,2024-08-30,09:28:00
1,0,2,2024-08-30,09:28:00
1,0,0,2024-08-30,09:35:00
1,0,0,2024-08-30,10:02:00
1,0,0,2024-08-30,10:07:00
1,0,0,2024-08-30,10:07:00
1,0,0,2024-08-30,10:07:00
1,0,0,2024-08-30,10:07:00
1,0,0,2024-08-30,10:07:00
1,0,0,2024-08-30,10:07:00
1,0,1,2024-08-30,10:08:00
1,0,1,2024-08-30,10:08:00
1,0,1,2024-08-30,10:15:00
1,0,1,2024-08-30,10:15:00
1,0,1,2024-08-30,10:15:00
1,0,1,2024-08-30,10:17:00
1,0,1,2024-08-30,10:30:00
1,0,1,2024-08-30,10:35:00
1,1,0,2024-08-30,10:39:00
1,0,1,2024-08-30,10:39:00
0,0,1,2024-08-30,10:43:00
1,0,1,2024-08-30,10:46:00
1,0,1,2024-08-30,10:46:00
1,0,0,2024-08-30,10:55:00
1,0,0,2024-08-30,11:03:00
1,1,0,2024-08-30,11:07:00
1,1,0,2024-08-30,13:09:00
0,2,0,2024-08-30,13:14:00
0,1,2,2024-08-30,13:18:00
1,1,0,2024-08-30,13:21:00
1,1,4,2024-08-30,13:26:00
1,1,4,2024-08-30,13:37:00
1,0,4,2024-08-30,13:38:00
0,0,2,2024-08-30,13:42:00
1,0,2,2024-08-30,13:42:00
1,0,2,2024-08-30,13:50:00
1,0,2,2024-08-30,13:51:00
0,2,0,2024-08-30,14:00:00
0,2,0,2024-08-30,14:00:00
1,1,0,2024-08-30,14:00:00
1,1,0,2024-08-30,14:00:00
1,1,0,2024-08-30,14:00:00
0,1,0,2024-08-30,14:00:00
1,0,0,2024-08-30,14:02:00
1,0,0,2024-08-30,14:12:00
1,0,0,2024-08-30,14:13:00
0,1,0,2024-08-30,14:13:00
0,1,0,2024-08-30,14:13:00
1,1,0,2024-08-30,14:20:00
1,1,0,2024-08-30,14:20:00
1,1,0,2024-08-30,14:22:00
1,1,0,2024-08-30,14:22:00
1,0,0,2024-08-30,14:30:00
1,1,0,2024-08-30,14:31:00
1,0,0,2024-08-30,14:34:00
0,0,0,2024-08-30,14:35:00
1,1,0,2024-08-30,14:36:00
1,1,0,2024-08-30,14:36:00
0,1,0,2024-08-30,14:37:00
1,1,0,2024-08-30,14:38:00
1,0,0,2024-08-30,14:39:00
0,1,0,2024-08-30,14:41:00
1,1,0,2024-08-30,14:44:00
1,3,0,2024-08-30,14:45:00
1,3,0,2024-08-30,14:47:00
1,4,0,2024-08-30,08:08:00
1,0,1,2024-08-30,09:06:00
1,0,0,2024-08-30,09:08:00
1,0,0,2024-08-30,09:19:00
0,3,0,2024-08-30,09:25:00
0,2,0,2024-08-30,09:28:00
0,0,0,2024-08-30,09:34:00
1,2,2,2024-08-30,09:39:00
1,0,0,2024-08-30,10:08:00
0,0,2,2024-08-30,10:08:00
1,0,1,2024-08-30,10:17:00
1,0,0,2024-08-30,10:19:00
